product_id,avg_sentiment_score,review_volume,rating,price_usd,skin_type,tertiary_category,secondary_category,reco_clean
P467247,0.6206088992974239,427,4.103,28.0,dry,Face Wash & Cleansers,Cleansers,1
P467250,0.6666666666666666,168,4.1988,45.0,combination,Moisturizers,Moisturizers,1
P467615,0.8172043010752689,744,4.5464,42.0,dry,Face Masks,Masks,1
P467649,-0.14285714285714285,7,1.8571000000000002,12.0,combination,Face Masks,Masks,0
P467748,0.7471264367816092,174,4.3333,62.0,dry,Eye Creams & Treatments,Eye Care,1
P467757,-0.5,4,3.25,37.0,combination,Face Wash & Cleansers,Cleansers,1
P468229,0.75,20,4.15,112.0,combination,Decollete & Neck Creams,Moisturizers,1
P468658,0.8316666666666667,1200,4.6149,16.0,dry,Face Masks,Masks,1
P468684,0.8169934640522876,459,4.4597,44.0,oily,Face Wash & Cleansers,Cleansers,1
P468821,0.8093457943925234,535,4.5356,44.0,combination,Moisturizers,Moisturizers,1
P469087,0.32857142857142857,70,3.5143,36.0,oily,Eye Creams & Treatments,Eye Care,1
P469088,0.7377521613832853,347,4.4203,11.99,combination,Face Wash & Cleansers,Cleansers,1
P469112,0.9340659340659341,91,4.7143,140.0,combination,Moisturizers,Moisturizers,0
P469118,0.8327759197324415,299,4.6879,69.0,normal,Face Masks,Masks,1
P469213,0.8555304740406321,886,4.3939,52.0,dry,Eye Creams & Treatments,Eye Care,1
P469448,-0.058823529411764705,17,2.5294,30.0,oily,Face Wash & Cleansers,Cleansers,1
P469449,0.08333333333333333,24,3.3333,30.0,normal,Face Wash & Cleansers,Cleansers,1
P469452,0.25,8,3.75,33.0,combination,Face Masks,Masks,1
P469478,0.4605263157894737,76,3.6842000000000006,20.0,combination,Eye Masks,Eye Care,0
P469504,0.7659574468085106,47,4.617,34.0,combination,Exfoliators,Cleansers,1
P469513,0.5675675675675675,74,4.137,15.0,dry,Face Wash & Cleansers,Cleansers,1
P469518,0.7027027027027027,37,4.3243,37.0,normal,Moisturizers,Moisturizers,1
P469520,0.865,200,4.73,22.0,normal,Face Wash & Cleansers,Cleansers,0
P469521,0.44,25,3.8,26.0,oily,Toners,Cleansers,1
P469530,0.7918367346938775,245,4.5597,22.0,combination,Face Wash & Cleansers,Cleansers,1
P469832,0.8545454545454545,55,4.4,52.0,combination,Face Wash & Cleansers,Cleansers,1
P470007,0.6623376623376623,154,4.1753,30.0,dry,Face Wash & Cleansers,Cleansers,1
P470040,0.7114427860696517,201,4.4876,38.0,combination,Moisturizers,Moisturizers,0
P470049,0.8,40,4.6,38.0,normal,Face Wash & Cleansers,Cleansers,1
P470065,0.7593123209169055,349,4.4595,38.0,dry,Face Masks,Masks,1
P470506,0.8562783661119516,661,4.4826,70.0,normal,Face Wash & Cleansers,Cleansers,1
P471040,0.6551724137931034,87,4.3908,22.0,oily,Face Wash & Cleansers,Cleansers,1
P471541,0.6810810810810811,185,4.2432,45.0,combination,Moisturizers,Moisturizers,1
P472023,0.9343434343434344,198,4.7929,38.0,normal,Face Wash & Cleansers,Cleansers,1
P472024,0.9354838709677419,62,4.7419,48.0,dry,Face Masks,Masks,1
P472031,0.7317073170731707,41,4.5366,30.0,combination,Face Masks,Masks,1
P472342,1.0,4,4.75,68.0,dry,Face Masks,Masks,1
P472343,0.7291666666666666,48,4.5417,88.0,dry,Face Wash & Cleansers,Cleansers,1
P472451,0.8695652173913043,161,4.764,42.0,combination,Face Masks,Masks,0
P472468,0.8727087576374746,982,4.5912,40.0,combination,Face Masks,Masks,1
P472471,0.7142857142857143,7,4.1429,40.0,dry,Moisturizers,Moisturizers,1
P473126,0.8405797101449275,138,4.6522,52.0,dry,Face Serums,Treatments,1
P473148,0.8253968253968254,126,4.381000000000001,27.0,combination,Face Masks,Masks,0
P473172,0.8865979381443299,194,4.5825,54.0,dry,Moisturizers,Moisturizers,1
P473185,0.5714285714285714,14,4.0,32.0,combination,Face Wash & Cleansers,Cleansers,1
P473267,0.8095808383233533,1670,4.194,71.0,combination,Face Serums,Treatments,1
P473729,0.7810945273631841,201,4.4826,10.0,combination,Face Masks,Masks,0
P474036,0.2222222222222222,9,3.3333,75.0,dry,Moisturizers,Moisturizers,1
P474080,0.5833333333333334,12,4.25,55.0,dry,Face Masks,Masks,1
P474107,0.8,45,4.6889,65.0,combination,Eye Creams & Treatments,Eye Care,1
P474304,0.77882797731569,529,4.4072,28.0,dry,Face Wash & Cleansers,Cleansers,1
P474369,-0.25,8,3.5,27.0,oily,Face Wash & Cleansers,Cleansers,1
P474377,0.7843494085532302,1099,4.5474,92.0,dry,Moisturizers,Moisturizers,1
P474822,0.9215686274509803,357,4.7843,37.0,combination,Face Wash & Cleansers,Cleansers,1
P474937,0.7692307692307693,949,4.4615,30.0,normal,Face Wash & Cleansers,Cleansers,1
P474968,0.3181818181818182,22,4.3182,39.0,dry,Moisturizers,Moisturizers,0
P474971,0.6244343891402715,221,4.2624,28.0,combination,Moisturizers,Moisturizers,1
P475086,0.8819188191881919,271,4.6384,69.0,dry,Moisturizers,Moisturizers,1
P475182,0.5390243902439025,410,3.9064,34.0,normal,Face Wash & Cleansers,Cleansers,1
P475196,0.8863636363636364,44,4.25,36.0,oily,Face Masks,Masks,1
P476415,0.7621247113163973,433,4.5648,35.0,combination,Face Wash & Cleansers,Cleansers,1
P476496,1.0,9,5.0,40.0,combination,Moisturizers,Moisturizers,1
P476571,1.0,1,5.0,38.0,combination,Moisturizers,Moisturizers,1
P476674,0.9577464788732394,71,4.7887,38.0,combination,Face Wash & Cleansers,Cleansers,1
P476893,0.863013698630137,73,4.2603,39.0,combination,Moisturizers,Moisturizers,1
P478020,0.8059701492537313,67,4.5522,19.0,dry,Face Wash & Cleansers,Cleansers,1
P478029,0.7377521613832853,347,4.4203,5.99,combination,Face Wash & Cleansers,Cleansers,1
P478239,0.8680555555555556,144,4.6319,42.0,combination,Face Masks,Masks,1
P479125,0.7842857142857143,700,4.4613,17.0,dry,Moisturizers,Moisturizers,0
P479318,0.8818984547461368,906,4.6759,44.0,combination,Face Masks,Masks,1
P479329,0.7557603686635944,434,4.5461,45.0,combination,Face Masks,Masks,1
P479330,0.733615221987315,473,4.3623,32.0,combination,Face Masks,Masks,1
P479353,0.7045454545454546,220,4.1735,10.99,dry,Face Wash & Cleansers,Cleansers,1
P479633,0.7227414330218068,321,4.1781,9.0,combination,Face Masks,Masks,1
P479688,0.3333333333333333,39,3.6923,10.0,oily,Face Masks,Masks,1
P479692,0.9010989010989011,273,4.7033,59.0,dry,Eye Creams & Treatments,Eye Care,1
P479701,0.7931034482758621,87,4.7011,68.0,oily,Blemish & Acne Treatments,Treatments,1
P479703,0.8354430379746836,79,4.6709,44.0,oily,Blemish & Acne Treatments,Treatments,0
P479734,0.8230044620723848,2017,4.24,57.0,combination,Eye Creams & Treatments,Eye Care,1
P479841,0.9432624113475178,1128,4.797,69.0,combination,Face Masks,Masks,1
P479946,1.0,4,5.0,42.0,combination,For Body,Self Tanners,1
P480162,0.8641571194762684,611,4.6416,60.0,dry,Moisturizers,Moisturizers,1
P480280,-0.06451612903225806,31,3.2333,20.0,combination,Moisturizers,Moisturizers,1
P480346,0.6428571428571429,14,4.7143,38.0,combination,Face Wash & Cleansers,Cleansers,1
P480444,0.4383561643835616,73,4.0,60.0,dry,Face Masks,Masks,0
P480461,0.8885869565217391,368,4.6294,42.0,combination,Eye Creams & Treatments,Eye Care,1
P480603,0.5540540540540541,74,3.6081,26.0,combination,Face Wash & Cleansers,Cleansers,1
P480606,0.6763285024154589,414,4.0194,35.0,combination,Face Wash & Cleansers,Cleansers,1
P480608,0.8444444444444444,90,4.4719,68.0,combination,Eye Masks,Eye Care,1
P480630,0.5593679458239278,4430,4.0262,26.0,combination,Face Masks,Masks,1
P481086,0.922077922077922,77,4.6753,60.0,dry,Moisturizers,Moisturizers,0
P481145,0.8994708994708994,189,4.6561,70.0,combination,Moisturizers,Moisturizers,1
P481334,0.25,12,3.4167,54.0,dry,Face Masks,Masks,1
P481340,0.5466970387243736,439,4.3166,39.0,combination,Face Wash & Cleansers,Cleansers,1
P481371,0.8208092485549133,173,4.4682,45.0,combination,Face Wash & Cleansers,Cleansers,1
P481376,0.5,14,3.7143,15.0,combination,Face Wash & Cleansers,Cleansers,1
P481699,0.64,25,4.36,9.0,normal,Face Masks,Masks,1
P481704,0.6,5,4.5,58.0,normal,Face Masks,Masks,1
P481710,0.8253968253968254,63,4.4762,48.0,combination,Face Masks,Masks,1
P481739,0.7522697795071336,771,4.5273,48.0,combination,Moisturizers,Moisturizers,1
P481742,0.8333333333333334,42,4.7143,99.0,combination,Moisturizers,Moisturizers,1
P481972,0.8253119429590018,561,4.4232,50.0,combination,Face Wash & Cleansers,Cleansers,1
P481993,-1.0,1,3.0,235.0,combination,Face Masks,Masks,1
P482007,0.7619047619047619,42,4.3095,13.0,combination,Face Wash & Cleansers,Cleansers,1
P482068,0.8245614035087719,57,4.7544,70.0,combination,Face Serums,Treatments,1
P482264,0.9107142857142857,392,4.6897,35.0,combination,Face Masks,Masks,1
P482327,0.5833333333333334,108,3.9537,9.0,dry,Face Wash & Cleansers,Cleansers,1
P482552,0.84688995215311,209,4.6316,70.0,dry,Face Masks,Masks,1
P482695,0.7015706806282722,191,4.0473,40.0,combination,Moisturizers,Moisturizers,1
P482753,0.817258883248731,197,4.4256,38.0,combination,Face Sunscreen,Sunscreen,1
P482755,0.9444444444444444,36,4.3333,36.0,combination,Face Masks,Masks,1
P482757,0.5390243902439025,410,3.9064,12.0,normal,Face Wash & Cleansers,Cleansers,1
P483128,0.708029197080292,137,4.3285,48.0,dry,Face Serums,Treatments,1
P483151,0.4857142857142857,35,3.9118000000000004,3.5,dry,Eye Masks,Eye Care,1
P483696,0.9375,112,4.6937,32.0,combination,Face Wash & Cleansers,Cleansers,0
P500016,0.8461538461538461,13,4.6923,38.0,dry,Face Wash & Cleansers,Cleansers,1
P500094,0.6887966804979253,241,4.1245,25.0,combination,Moisturizers,Moisturizers,1
P500098,0.3225806451612903,248,3.4032,16.0,combination,Face Wash & Cleansers,Cleansers,1
P500101,0.920863309352518,139,4.6475,32.0,combination,Makeup Removers,Cleansers,0
P500113,0.7142857142857143,119,4.0504,16.0,oily,Face Wash & Cleansers,Cleansers,0
P500116,0.75,8,4.75,16.0,combination,Face Wash & Cleansers,Cleansers,1
P500244,0.8990825688073395,218,4.6912,65.0,combination,Eye Creams & Treatments,Eye Care,1
P500614,0.9175257731958762,97,4.701,28.0,normal,Face Wash & Cleansers,Cleansers,1
P500618,0.8931034482758621,290,4.6111,44.0,dry,Face Wash & Cleansers,Cleansers,1
P500687,0.8231292517006803,155,4.5226,26.0,dry,Face Wash & Cleansers,Cleansers,1
P500701,0.8350974930362117,1795,4.3493,72.0,normal,Eye Creams & Treatments,Eye Care,1
P500718,0.8168421052631579,1900,4.178,68.0,combination,Moisturizers,Moisturizers,1
P500743,0.5882352941176471,17,4.4,5.5,combination,Sheet Masks,Masks,1
P500771,0.8235294117647058,17,4.4118,68.0,combination,Moisturizers,Moisturizers,1
P501003,0.0,8,3.0,49.0,dry,Moisturizers,Moisturizers,1
P501005,0.8166939443535188,611,4.3229,44.0,dry,BB & CC Creams,Moisturizers,1
P501171,0.9090909090909091,484,4.595,38.0,combination,Face Masks,Masks,1
P501187,0.7430830039525692,506,4.4249,28.0,combination,Face Wash & Cleansers,Cleansers,1
P501188,0.8927125506072875,494,4.5729,38.0,combination,Face Masks,Masks,1
P501316,0.7361111111111112,72,4.0417,68.0,combination,Moisturizers,Moisturizers,0
P501518,0.74375,160,4.0875,60.0,normal,Face Serums,Treatments,1
P501760,0.800650054171181,923,4.5109,38.0,combination,Eye Creams & Treatments,Eye Care,0
P501790,0.7727272727272727,66,4.4154,39.0,dry,Face Masks,Masks,1
P502046,0.8991596638655462,119,4.5966,36.0,combination,Moisturizers,Moisturizers,1
P502749,0.5569620253164557,79,3.7722,17.99,combination,Face Wash & Cleansers,Cleansers,1
P503191,0.7843494085532302,1099,4.5474,22.0,dry,Moisturizers,Moisturizers,1
P503197,0.9333333333333333,240,4.895,39.0,normal,Face Wash & Cleansers,Cleansers,1
P503634,0.7365079365079366,630,4.4387,28.0,combination,Face Wash & Cleansers,Cleansers,1
P503693,0.8060747663551402,428,4.4859,68.0,combination,Face Serums,Treatments,1
P503747,0.888030888030888,259,4.5521,38.0,combination,Makeup Removers,Cleansers,1
P503877,1.0,1,5.0,88.0,combination,Face Wash & Cleansers,Cleansers,1
P503913,0.8343949044585988,314,4.7556,48.0,dry,Moisturizers,Moisturizers,1
P503915,1.0,3,5.0,28.0,combination,Face Masks,Masks,1
P503926,0.7402597402597403,77,4.375,215.0,combination,Face Masks,Masks,1
P503927,0.8803418803418803,117,4.5897,12.0,dry,Sheet Masks,Masks,1
P503928,0.37037037037037035,27,4.0385,12.0,combination,Face Wash & Cleansers,Cleansers,1
P503935,0.9,10,4.4444,14.0,dry,Face Wash & Cleansers,Cleansers,1
P504042,0.9371584699453552,366,4.6936,9.0,normal,Face Masks,Masks,1
P504053,1.0,2,5.0,80.0,combination,Face Masks,Masks,1
P504064,0.9037900874635568,343,4.6324,15.0,normal,Face Masks,Masks,1
P504240,0.6666666666666666,168,4.1988,26.0,combination,Moisturizers,Moisturizers,1
P504417,1.0,1,5.0,20.0,dry,Blemish & Acne Treatments,Treatments,1
P504421,0.94,300,4.8268,16.0,dry,Face Masks,Masks,1
P504441,0.8333333333333334,12,4.0909,8.0,dry,Face Masks,Masks,1
P504524,0.6363636363636364,66,4.0877,19.0,combination,Face Wash & Cleansers,Cleansers,1
P504778,0.6923076923076923,13,4.1818,25.0,combination,Face Sunscreen,Sunscreen,1
P504790,0.5,10,3.625,21.0,combination,Face Wash & Cleansers,Cleansers,1
P504810,0.8461538461538461,13,4.6667,25.0,combination,Moisturizers,Moisturizers,1
P504880,0.71875,32,4.0909,34.0,combination,Face Wash & Cleansers,Cleansers,1
P504919,0.47368421052631576,19,4.2667,14.0,normal,Face Wash & Cleansers,Cleansers,1
P505020,0.8898488120950324,463,4.6212,29.0,combination,Face Wash & Cleansers,Cleansers,1
P505023,0.9646393210749646,707,4.766,39.0,dry,Face Masks,Masks,1
P505031,0.8997214484679665,718,4.5975,44.0,combination,Moisturizers,Moisturizers,1
P505054,0.9426751592356688,471,4.7134,39.0,combination,Face Masks,Masks,1
P505133,0.9454545454545454,55,4.9231,85.0,combination,Face Wash & Cleansers,Cleansers,1
P505174,1.0,1,5.0,26.0,dry,Face Wash & Cleansers,Cleansers,1
P505274,0.625,16,4.3333,12.5,oily,Face Wash & Cleansers,Cleansers,1
P505316,1.0,55,5.0,26.0,dry,Face Wash & Cleansers,Cleansers,1
P7880,0.6913919413919414,8736,4.3628,39.0,combination,Face Wash & Cleansers,Cleansers,0
P94812,0.847036328871893,523,4.6138,39.0,combination,Face Wash & Cleansers,Cleansers,1
P9941,0.7442455242966752,391,4.4962,44.0,combination,Face Wash & Cleansers,Cleansers,1
PROS,,1,,,,,,0
Pro: It is a good product and delivers what I expect from a makeup remover. It removes makeup and leaves skin clean and soft. It does not leave residual or dehydrate skin. ,,1,,,,,,0
Really a nice mask.,,1,,,,,,0
Returned it!,,1,,,,,,0
Returned it.,,1,,,,,,0
Since using the stick my skin feels cleaner and for longer periods of time and I have not seen a single breakout on my face. I have already ordered the full sized one!,,1,,,,,,0
Skin type; extremely oily and somewhat sensitive.,,1,,,,,,0
So great. I instantly look like I slept 3 extra hours :),,1,,,,,,0
So if you’re looking for a good charcoal mask try this one by Origins.,,1,,,,,,0
Stay caution if you have sensitive eyes.,,1,,,,,,0
Still find this the best.,,1,,,,,,0
Still love this product and will continue to purchase when I run out.,,1,,,,,,0
Thank you Fresh,,1,,,,,,0
Thank you Influenster for letting me try this face set for FREE!,,1,,,,,,0
The consistency is slightly thick.  A little product goes a long way so start with a dime-size of product on your finger tips and use more if required.  I wouldn’t recommend this for people with oily skin since it is a bit on the thicker side.  I’ll typically avoid applying this to my forehead since it is a bit on the oily side up there.,,1,,,,,,0
The product itself is pearly white which is so pretty! Very silky on the skin. No scent and doesn’t aggravate my sensitive skin.,,1,,,,,,0
The sent is very light and fades after some time and does and does not feel oil or greasy which is why I often do not like lotions.,,1,,,,,,0
The smell is very nice too not overpowering and kinda fresh and natural.,,1,,,,,,0
The smell was a little too strong for me; smells like jell-o.,,1,,,,,,0
The texture is a mousse- cool to the touch and feels very luxurious when put on.  I use this mask whenever I feel my skin needs a little TLC.,,1,,,,,,0
This cleanser is so soft and creamy and I refuse to use anything else!,,1,,,,,,0
This cream is truly healing and restorative.  I highly recommend it if you have dry skin or some type of skin issue.,,1,,,,,,0
This face wash is very gentle and does NOT dry out my skin! I feel like a layer of weight is lifted after I wash my face with it. ,,1,,,,,,0
This felt like it would not absorb into my skin. It sat on top and felt very greasy and hours after applying I would touch my face and my fingertips would be shiny and greasy. ,,1,,,,,,0
This is gentle and great for dry skin.  Will definitely repurchase.,,1,,,,,,0
This is what you’ve been looking for!,,1,,,,,,0
This mask clears up the redness immediately. Highly recommend,,1,,,,,,0
This mask really works and leaves my skin very smooth! I have now purchased it a second time,,1,,,,,,0
This mask was cooling and didn’t have a harsh smell. It made my skin feel soft and supple. I will be repurchasing!,,1,,,,,,0
This product not only delivers on what it says it will do but you will be pleased with the results from using this product.,,1,,,,,,0
This smells good and is very gentle on the skin. I generally use the Tarte Rainforest of the sea clenser which this is very similar to. Would def repurchase!,,1,,,,,,0
Was disappointed on not receiving the free samples that I requested Either the requested samples were not available or the packaging person did not receive the request No explanation was offered Was looking forward to trying new products to see if they could assist my dry skin,,1,,,,,,0
You can leave it on for as long as you like since it is so gentle. Life changing <33,,1,,,,,,0
and removes not only the surface debris;  the AHA continues the action.,,1,,,,,,0
i don’t get why this is so expensive when the ingredients in this aren’t that great??? i use this to wash my feet now,,1,,,,,,0
if you’re looking for a game changer this is it.,,1,,,,,,0
it is way too harsh. moisturize abundantly after use.,,1,,,,,,0
little wrinkles disappeared after 3rd time used and the big ones became shallow and less noticeable!,,1,,,,,,0
the oil is very thick and not as effective when removing the eye liner which i draw on my upper waterline. ,,1,,,,,,0
will finish this and wont’ purchase again.,,1,,,,,,0
works even better.  It definitely makes the skin more radiant,,1,,,,,,0
